x,y,heading,false
28,151,-25
80,124,-18
153,97,-11
184,130,59
212,159,3
175,107,-100
168,73,-100
150,28,-158
114,27,165
97,60,5
184,53,0
241,66,40
268,118,70
299,149,0
325,124,-90
281,77,-110
303,41,0
325,60,90
302,88,180
209,61,180
70,83,-170
29,60,-125
27,18,-90
